age_range,name,gender,marital_status,household_size,education_level,ethnicity,language_preferences,nationality,occupation,religion,date_of_birth,geographic_mobility,citizenship_status,birthplace,military_service
<18,Ethan,Non-Binary,Widowed,2,Doctorate,Hispanic,Other,USA,Retired,Other,1961-12-03,High,Work Visa,Rural,Yes
65+,Kayla,Female,Married,2,Undergraduate,African American,Spanish,India,Self-employed,Other,2001-07-01,Moderate,Permanent Resident,Rural,No
55-64,Grace,Male,Divorced,3-4,Doctorate,Asian,Other,UK,Student,Buddhism,1996-04-22,Low,Work Visa,Urban,Yes
55-64,Yara,Non-Binary,Widowed,5+,Doctorate,Caucasian,French,UK,Retired,Atheism,1942-08-15,High,Work Visa,Rural,No
18-24,Elena,Female,Single,5+,High School,Asian,Mandarin,UK,Professional,Atheism,1978-07-24,High,Citizen,Rural,No
65+,Derek,Non-Binary,Single,3-4,Undergraduate,Caucasian,Mandarin,Canada,Professional,Atheism,1963-09-16,Moderate,Other,Rural,Yes
<18,Yvette,Female,Widowed,3-4,Postgraduate,Caucasian,Mandarin,Canada,Student,Islam,1990-10-28,High,Work Visa,Urban,No
65+,Taylor,Non-Binary,Single,1,Doctorate,African American,French,USA,Professional,Other,1986-10-05,Low,Permanent Resident,Urban,No
35-44,PJAnna,Female,Widowed,3-4,Postgraduate,Other,English,USA,Self-employed,Hinduism,1958-10-29,High,Work Visa,Suburban,Yes
65+,Ivy,Male,Divorced,5+,Undergraduate,African American,Other,UK,Student,Atheism,1968-04-17,Low,Citizen,Urban,No
55-64,Jordan,Non-Binary,Single,2,Undergraduate,Asian,French,India,Professional,Atheism,2001-01-25,Low,Permanent Resident,Urban,No
35-44,Riley,Female,Divorced,2,Doctorate,Asian,English,Australia,Self-employed,Hinduism,1957-03-26,Moderate,Work Visa,Rural,Yes
45-54,Zane,Female,Widowed,5+,Postgraduate,Asian,French,USA,Professional,Buddhism,1998-11-07,High,Permanent Resident,Urban,No
65+,Charlie,Female,Married,1,Undergraduate,African American,French,UK,Professional,Atheism,1956-03-18,High,Work Visa,Rural,No
18-24,Dean,Male,Divorced,5+,Doctorate,African American,Mandarin,Canada,Retired,Hinduism,1971-05-13,Low,Other,Suburban,No
25-34,Mia,Non-Binary,Divorced,5+,Undergraduate,African American,English,Australia,Self-employed,Buddhism,1972-06-30,High,Work Visa,Suburban,No
25-34,Olive,Female,Widowed,3-4,High School,Other,Other,Canada,Retired,Other,1983-01-20,High,Citizen,Urban,No
65+,Uriel,Non-Binary,Divorced,3-4,Postgraduate,African American,Other,India,Student,Islam,1946-09-25,High,Permanent Resident,Rural,No
25-34,Carter,Female,Single,5+,Doctorate,Other,English,UK,Student,Christianity,1967-04-23,Low,Work Visa,Urban,No
25-34,Felicity,Male,Married,1,Doctorate,Caucasian,French,Canada,Retired,Islam,1987-09-12,Moderate,Citizen,Rural,No
<18,Emmett,Non-Binary,Widowed,5+,Doctorate,Hispanic,French,USA,Student,Atheism,1950-09-23,High,Other,Suburban,Yes
18-24,Kyle,Non-Binary,Single,2,Doctorate,Caucasian,Spanish,Canada,Professional,Christianity,1964-06-17,High,Citizen,Urban,Yes
55-64,Landon,Male,Married,5+,Undergraduate,Caucasian,English,Australia,Student,Islam,1976-09-05,Low,Other,Urban,No
18-24,Elias,Female,Married,2,Undergraduate,Hispanic,Mandarin,USA,Professional,Atheism,1979-06-03,Low,Permanent Resident,Urban,Yes
<18,Elena,Male,Single,3-4,Undergraduate,Other,French,India,Self-employed,Atheism,1943-07-09,Moderate,Citizen,Urban,No
25-34,Riley,Female,Divorced,3-4,High School,Other,Spanish,Canada,Self-employed,Islam,1956-11-12,Moderate,Citizen,Rural,No
18-24,Xenia,Female,Married,5+,Doctorate,Hispanic,Mandarin,USA,Student,Islam,1984-10-21,Moderate,Work Visa,Urban,No
65+,Flynn,Non-Binary,Divorced,5+,Postgraduate,African American,French,USA,Retired,Hinduism,1947-08-07,Moderate,Citizen,Suburban,Yes
55-64,Benjamin,Non-Binary,Divorced,3-4,Undergraduate,African American,Spanish,Canada,Professional,Atheism,1979-06-12,High,Other,Urban,Yes
<18,Xenia,Non-Binary,Divorced,5+,High School,Other,English,Australia,Retired,Other,1990-10-07,Moderate,Citizen,Suburban,No
45-54,Quentin,Non-Binary,Married,3-4,Undergraduate,Other,Other,Canada,Professional,Atheism,1990-01-25,Moderate,Citizen,Rural,No
<18,Thomas,Male,Married,3-4,Undergraduate,African American,Spanish,Australia,Student,Christianity,1995-05-21,Low,Citizen,Suburban,Yes
35-44,Harper,Female,Divorced,2,High School,Caucasian,Mandarin,Canada,Retired,Islam,1977-05-21,High,Work Visa,Urban,No
55-64,Dean,Non-Binary,Single,5+,Doctorate,African American,Spanish,USA,Self-employed,Hinduism,1965-07-18,Moderate,Other,Rural,Yes
<18,Ivan,Male,Widowed,5+,High School,Hispanic,Spanish,Canada,Retired,Other,1968-05-04,Low,Work Visa,Urban,Yes
45-54,Yara,Female,Married,3-4,Undergraduate,African American,Spanish,USA,Self-employed,Other,1945-11-12,Moderate,Other,Suburban,No
<18,Peter,Male,Widowed,1,High School,Hispanic,Other,Canada,Student,Christianity,1990-12-03,Low,Other,Urban,Yes
<18,Kennedy,Non-Binary,Married,5+,Doctorate,Caucasian,Spanish,USA,Professional,Atheism,1966-11-22,Moderate,Work Visa,Suburban,No
65+,Charlie,Non-Binary,Widowed,5+,Undergraduate,Other,Mandarin,Canada,Professional,Other,1942-06-14,High,Other,Urban,No
<18,Vivian,Non-Binary,Single,2,High School,African American,English,Canada,Professional,Other,1947-09-23,High,Other,Rural,No
55-64,Liam,Male,Widowed,5+,Postgraduate,African American,French,India,Student,Islam,1941-12-21,Low,Work Visa,Rural,Yes
65+,PJAnna,Female,Widowed,3-4,High School,Asian,French,India,Student,Other,1966-02-13,Moderate,Permanent Resident,Suburban,Yes
25-34,Jade,Non-Binary,Divorced,3-4,Postgraduate,Caucasian,Spanish,UK,Professional,Christianity,1954-06-18,Moderate,Other,Suburban,No
55-64,Ruby,Non-Binary,Married,5+,Postgraduate,Asian,Mandarin,Canada,Professional,Christianity,2004-09-06,Low,Citizen,Rural,Yes
18-24,Daphne,Non-Binary,Single,1,High School,Other,Spanish,Canada,Professional,Christianity,1995-04-04,Moderate,Permanent Resident,Suburban,No
55-64,Walker,Female,Divorced,1,Postgraduate,Caucasian,Other,Australia,Professional,Islam,1968-04-16,High,Citizen,Suburban,No
65+,Elias,Non-Binary,Single,1,Undergraduate,African American,Spanish,USA,Student,Christianity,1984-07-17,Low,Other,Rural,Yes
25-34,Cecilia,Female,Single,5+,Undergraduate,Asian,French,India,Retired,Buddhism,2003-12-29,Low,Citizen,Urban,Yes
35-44,Lucas,Male,Widowed,1,Doctorate,Caucasian,English,India,Professional,Atheism,1973-02-06,Moderate,Permanent Resident,Suburban,No
55-64,Aiden,Female,Married,3-4,Undergraduate,Hispanic,Other,India,Student,Other,1988-06-12,Moderate,Permanent Resident,Suburban,Yes
<18,Gemma,Female,Married,5+,High School,Caucasian,Spanish,Canada,Retired,Other,1987-04-11,High,Work Visa,Rural,Yes
<18,Gianna,Female,Married,1,Doctorate,Asian,Mandarin,Canada,Self-employed,Other,1997-09-14,Low,Citizen,Rural,No
<18,Leah,Female,Divorced,3-4,Undergraduate,African American,English,India,Professional,Buddhism,1969-06-05,Moderate,Work Visa,Suburban,Yes
<18,Quentin,Female,Married,5+,High School,Asian,Spanish,UK,Self-employed,Buddhism,1951-07-08,Moderate,Other,Rural,Yes
55-64,Ava,Non-Binary,Single,2,Postgraduate,Other,Spanish,India,Retired,Hinduism,2000-09-15,Low,Citizen,Urban,Yes
65+,Yvonne,Female,Widowed,3-4,Postgraduate,Other,Other,Australia,Professional,Hinduism,1959-06-30,Low,Citizen,Rural,No
<18,Veronica,Non-Binary,Divorced,1,Postgraduate,Asian,Mandarin,Australia,Student,Islam,1985-08-07,High,Other,Suburban,No
45-54,Adam,Male,Married,2,Doctorate,Other,English,USA,Self-employed,Christianity,1975-11-17,Moderate,Other,Suburban,Yes
25-34,Lily,Male,Divorced,5+,Doctorate,Caucasian,Other,Australia,Student,Islam,1959-05-04,Low,Citizen,Suburban,Yes
55-64,Brandon,Female,Married,2,Undergraduate,Other,French,Australia,Retired,Atheism,2006-06-27,Moderate,Citizen,Urban,No
18-24,Henry,Female,Divorced,3-4,Doctorate,Asian,English,Australia,Self-employed,Christianity,1999-06-25,High,Other,Urban,No
<18,Felicity,Non-Binary,Widowed,5+,Undergraduate,Other,Mandarin,UK,Professional,Atheism,2004-03-09,Low,Work Visa,Urban,Yes
<18,Eleanor,Non-Binary,Widowed,3-4,Doctorate,Caucasian,Mandarin,India,Retired,Atheism,1967-07-17,High,Other,Suburban,No
<18,Vanessa,Male,Widowed,2,High School,Asian,English,Australia,Retired,Atheism,1994-12-07,High,Work Visa,Rural,No
55-64,Wesley,Non-Binary,Divorced,1,Undergraduate,Asian,French,Australia,Retired,Christianity,1975-08-10,Low,Other,Suburban,Yes
18-24,Iris,Female,Divorced,2,High School,Caucasian,French,Canada,Self-employed,Other,1993-12-19,High,Work Visa,Rural,Yes
<18,Veronica,Female,Married,5+,High School,African American,English,Australia,Professional,Other,1963-12-07,Low,Citizen,Urban,No
35-44,Madison,Non-Binary,Widowed,5+,High School,Other,Mandarin,USA,Student,Hinduism,1962-12-06,High,Other,Rural,No
45-54,Blake,Male,Divorced,1,Doctorate,African American,Mandarin,India,Retired,Other,1967-05-01,Moderate,Permanent Resident,Suburban,Yes
<18,Laura,Non-Binary,Widowed,5+,Doctorate,Asian,Mandarin,Canada,Retired,Buddhism,2005-04-17,Moderate,Work Visa,Rural,Yes
25-34,Riley,Female,Single,2,Postgraduate,Hispanic,Mandarin,India,Professional,Hinduism,1989-02-14,Moderate,Citizen,Suburban,No
45-54,Oliver,Male,Divorced,1,Undergraduate,Other,Spanish,Australia,Retired,Hinduism,1942-08-29,Low,Work Visa,Rural,No
45-54,Asher,Female,Married,3-4,Undergraduate,African American,English,UK,Student,Hinduism,1965-02-14,Low,Other,Suburban,No
18-24,Hannah,Non-Binary,Widowed,2,Doctorate,Hispanic,Spanish,UK,Retired,Christianity,1985-03-20,Low,Citizen,Rural,Yes
25-34,Dakota,Non-Binary,Single,2,Undergraduate,Hispanic,Mandarin,Australia,Retired,Christianity,1977-06-12,Moderate,Other,Urban,No
55-64,Sadie,Male,Widowed,3-4,High School,Asian,Other,India,Self-employed,Islam,1983-04-19,Low,Permanent Resident,Suburban,Yes
<18,Elias,Non-Binary,Widowed,2,High School,Caucasian,English,Australia,Self-employed,Islam,1963-06-30,Low,Citizen,Suburban,Yes
45-54,Jasper,Female,Married,2,Postgraduate,Asian,Spanish,Australia,Self-employed,Atheism,2003-11-01,Low,Permanent Resident,Suburban,Yes
65+,Paisley,Male,Married,3-4,Undergraduate,Asian,Other,India,Self-employed,Christianity,1963-12-24,High,Citizen,Urban,No
55-64,Diana,Female,Single,2,Postgraduate,Caucasian,Other,Australia,Student,Buddhism,1947-08-28,Moderate,Permanent Resident,Urban,Yes
25-34,William,Male,Divorced,5+,Doctorate,Asian,French,Canada,Student,Hinduism,1970-01-02,Low,Other,Urban,No
45-54,Imogen,Male,Widowed,3-4,High School,Caucasian,Spanish,USA,Self-employed,Hinduism,1972-11-28,High,Permanent Resident,Urban,Yes
45-54,Fiona,Female,Divorced,5+,Doctorate,Caucasian,Other,Canada,Professional,Christianity,1957-12-11,Moderate,Work Visa,Urban,No
25-34,Riley,Male,Married,1,Postgraduate,African American,Spanish,Australia,Self-employed,Hinduism,1980-02-07,High,Work Visa,Rural,No
35-44,Hannah,Female,Divorced,2,High School,Asian,Spanish,Australia,Student,Buddhism,1941-04-18,Low,Citizen,Urban,No
55-64,Violet,Male,Married,5+,Doctorate,Hispanic,English,USA,Professional,Atheism,1953-04-05,Low,Permanent Resident,Suburban,Yes
65+,Grace,Female,Divorced,1,Doctorate,Other,Mandarin,India,Student,Other,1946-03-08,Low,Other,Urban,Yes
<18,Yvonne,Male,Divorced,5+,Doctorate,Caucasian,Mandarin,USA,Retired,Christianity,1960-12-27,High,Work Visa,Urban,No
65+,Charlotte,Male,Divorced,2,High School,Asian,Spanish,Canada,Professional,Buddhism,1973-01-23,High,Citizen,Rural,Yes
25-34,Ian,Male,Divorced,1,Undergraduate,Other,Spanish,India,Self-employed,Islam,1952-02-09,Low,Permanent Resident,Rural,No
55-64,Mila,Male,Widowed,2,Postgraduate,Caucasian,Other,UK,Professional,Hinduism,1995-04-24,Moderate,Permanent Resident,Urban,No
55-64,Yosef,Female,Single,3-4,Doctorate,Caucasian,Mandarin,UK,Self-employed,Christianity,1980-07-14,High,Work Visa,Urban,Yes
<18,Landon,Male,Married,2,Postgraduate,Hispanic,French,USA,Student,Buddhism,1953-03-06,Low,Other,Suburban,Yes
<18,Zeke,Male,Divorced,3-4,Postgraduate,Caucasian,Mandarin,Australia,Self-employed,Islam,1939-12-17,Low,Permanent Resident,Urban,Yes
<18,Zoey,Non-Binary,Married,1,Doctorate,Hispanic,Mandarin,India,Retired,Atheism,1964-05-16,High,Work Visa,Rural,Yes
18-24,Xena,Male,Single,2,Undergraduate,Other,Spanish,UK,Professional,Christianity,1975-09-01,High,Work Visa,Urban,Yes
35-44,Isaac,Female,Divorced,5+,Doctorate,African American,Mandarin,Canada,Self-employed,Other,1959-11-09,Low,Other,Rural,Yes
35-44,Nathan,Male,Married,3-4,High School,Asian,Other,UK,Professional,Other,1974-11-21,Moderate,Work Visa,Urban,Yes
55-64,Felicity,Male,Single,1,Undergraduate,Asian,Other,UK,Professional,Islam,1998-08-31,Moderate,Permanent Resident,Rural,No
25-34,Vivian,Female,Single,2,Undergraduate,Hispanic,English,Australia,Self-employed,Buddhism,1982-06-18,Low,Permanent Resident,Rural,Yes
35-44,Faith,Non-Binary,Married,2,Postgraduate,Hispanic,English,USA,Retired,Islam,1943-04-11,Moderate,Work Visa,Rural,No
18-24,Carter,Female,Married,1,Postgraduate,Caucasian,French,Australia,Retired,Other,1978-03-12,Moderate,Work Visa,Suburban,No
55-64,Wesley,Non-Binary,Single,5+,High School,Caucasian,Spanish,UK,Self-employed,Buddhism,1939-12-04,High,Permanent Resident,Suburban,Yes
18-24,Hazel,Non-Binary,Single,2,High School,Other,French,USA,Student,Atheism,1980-07-17,Moderate,Other,Urban,Yes
45-54,Kennedy,Female,Married,2,High School,Asian,French,India,Retired,Hinduism,1939-10-09,High,Work Visa,Suburban,No
65+,Walker,Non-Binary,Single,3-4,High School,African American,French,USA,Student,Christianity,1968-10-27,Moderate,Citizen,Rural,No
45-54,Owen,Male,Married,5+,Undergraduate,Hispanic,Spanish,India,Student,Atheism,1975-11-10,High,Work Visa,Rural,No
65+,Warren,Male,Single,1,High School,Hispanic,Other,India,Professional,Hinduism,1945-05-10,Low,Work Visa,Rural,No
35-44,Michael,Non-Binary,Divorced,3-4,Postgraduate,Hispanic,Other,UK,Retired,Atheism,1965-05-11,High,Work Visa,Suburban,Yes
65+,Eleanor,Female,Divorced,3-4,Undergraduate,African American,Mandarin,India,Professional,Other,1958-05-08,High,Work Visa,Suburban,Yes
65+,Blake,Non-Binary,Widowed,3-4,High School,African American,Other,India,Retired,Buddhism,1966-09-19,Low,Citizen,Urban,Yes
35-44,Aaron,Male,Widowed,2,Undergraduate,Caucasian,Mandarin,Australia,Retired,Hinduism,1991-06-28,Low,Citizen,Urban,No
<18,Xenia,Male,Married,5+,High School,Asian,English,India,Retired,Buddhism,1976-05-24,Moderate,Permanent Resident,Rural,Yes
55-64,Noah,Female,Divorced,5+,Undergraduate,Caucasian,French,Australia,Self-employed,Buddhism,1999-10-17,Moderate,Work Visa,Urban,Yes
35-44,Kaitlyn,Male,Divorced,3-4,Postgraduate,Caucasian,French,Australia,Retired,Islam,1955-11-12,High,Work Visa,Suburban,No
18-24,Olive,Non-Binary,Divorced,3-4,High School,Caucasian,English,UK,Student,Atheism,1940-07-15,High,Work Visa,Urban,No
35-44,Xochitl,Female,Married,2,High School,Asian,Mandarin,India,Retired,Other,2006-03-03,Moderate,Citizen,Urban,Yes
18-24,Uma,Female,Divorced,1,High School,Other,Other,UK,Professional,Atheism,1999-08-25,Moderate,Other,Urban,No
65+,Zoey,Male,Married,3-4,Doctorate,Caucasian,English,India,Student,Christianity,1975-03-01,Moderate,Other,Urban,Yes
35-44,Ian,Non-Binary,Widowed,1,Postgraduate,Asian,French,Canada,Professional,Buddhism,1958-10-07,Moderate,Permanent Resident,Urban,Yes
65+,Madison,Non-Binary,Divorced,3-4,Undergraduate,Asian,Other,UK,Student,Hinduism,1998-11-08,Low,Work Visa,Rural,Yes
35-44,Ruby,Male,Divorced,1,Postgraduate,African American,English,Canada,Self-employed,Atheism,2006-02-26,Low,Work Visa,Rural,No
65+,Elliot,Female,Single,5+,High School,African American,Other,Australia,Student,Islam,1949-01-25,High,Other,Suburban,Yes
<18,Oscar,Non-Binary,Single,2,High School,Asian,English,USA,Retired,Hinduism,1999-09-23,Low,Other,Suburban,No
45-54,Cecilia,Female,Divorced,2,Doctorate,Caucasian,French,UK,Self-employed,Christianity,1969-03-28,Low,Citizen,Rural,No
35-44,Violet,Female,Widowed,2,High School,Other,Spanish,Canada,Retired,Islam,1949-03-03,Moderate,Permanent Resident,Rural,No
35-44,Jordan,Female,Widowed,2,High School,Asian,French,India,Retired,Atheism,1956-08-03,Moderate,Other,Rural,No
45-54,Felicity,Female,Widowed,2,High School,Hispanic,English,Australia,Retired,Islam,2000-08-22,Moderate,Permanent Resident,Rural,No
35-44,Vivian,Non-Binary,Divorced,3-4,Postgraduate,Asian,English,USA,Retired,Buddhism,1970-01-10,Low,Permanent Resident,Urban,No
35-44,Cameron,Non-Binary,Married,5+,Doctorate,Caucasian,English,Canada,Professional,Hinduism,1942-11-12,Low,Permanent Resident,Urban,No
65+,Warren,Non-Binary,Divorced,2,Undergraduate,Asian,English,UK,Professional,Buddhism,1948-10-30,High,Work Visa,Suburban,Yes
25-34,Mia,Female,Widowed,3-4,Postgraduate,Other,English,UK,Retired,Hinduism,1984-08-16,High,Work Visa,Rural,No
45-54,Ava,Non-Binary,Single,1,Postgraduate,Caucasian,French,UK,Professional,Atheism,1967-02-28,High,Permanent Resident,Urban,Yes
<18,Zoey,Female,Married,2,Postgraduate,Caucasian,French,UK,Student,Buddhism,2006-11-16,High,Permanent Resident,Suburban,Yes
35-44,Fiona,Non-Binary,Divorced,1,High School,Caucasian,Spanish,Australia,Professional,Christianity,1975-09-04,Moderate,Permanent Resident,Urban,No
25-34,Tina,Female,Widowed,1,Doctorate,Asian,Mandarin,USA,Student,Christianity,1970-07-20,High,Citizen,Urban,Yes
18-24,Sebastian,Female,Single,1,Doctorate,African American,English,UK,Retired,Christianity,1965-11-18,Moderate,Work Visa,Rural,No
55-64,Piper,Non-Binary,Divorced,2,High School,Asian,Other,USA,Retired,Atheism,1959-11-03,Moderate,Citizen,Urban,Yes
18-24,Ximena,Male,Married,5+,Undergraduate,Hispanic,Spanish,Australia,Retired,Christianity,1950-08-21,Moderate,Citizen,Suburban,Yes
35-44,Colton,Male,Widowed,3-4,Postgraduate,Caucasian,Mandarin,UK,Professional,Buddhism,1999-11-29,Moderate,Work Visa,Rural,Yes
55-64,Emmett,Male,Divorced,3-4,High School,Asian,English,USA,Professional,Other,1940-11-29,Low,Work Visa,Suburban,Yes
25-34,Ivan,Male,Married,2,Undergraduate,African American,Spanish,UK,Retired,Atheism,1961-07-19,Moderate,Work Visa,Suburban,No
<18,Bella,Non-Binary,Married,3-4,High School,Hispanic,Other,USA,Retired,Hinduism,1952-12-11,Low,Other,Urban,No
35-44,Aiden,Non-Binary,Single,2,Doctorate,Hispanic,Spanish,UK,Professional,Islam,2001-04-16,Moderate,Permanent Resident,Rural,Yes
65+,Bella,Non-Binary,Single,2,Undergraduate,Hispanic,French,Australia,Professional,Islam,1942-11-01,High,Permanent Resident,Suburban,Yes
55-64,Ulysses,Female,Widowed,1,High School,African American,English,India,Retired,Hinduism,2003-10-27,Low,Permanent Resident,Urban,Yes
55-64,Colton,Male,Widowed,5+,Postgraduate,Asian,English,USA,Retired,Other,1953-10-02,Moderate,Other,Suburban,Yes
<18,Brianna,Female,Married,5+,Doctorate,Asian,Other,UK,Student,Hinduism,2005-01-05,High,Work Visa,Suburban,Yes
35-44,Delilah,Male,Widowed,2,Doctorate,Hispanic,French,India,Retired,Christianity,1997-11-11,Moderate,Permanent Resident,Rural,Yes
55-64,Veronica,Male,Single,1,Undergraduate,Asian,Mandarin,India,Self-employed,Christianity,1956-10-02,Low,Work Visa,Rural,No
45-54,Ruby,Female,Widowed,5+,High School,Caucasian,Mandarin,USA,Retired,Islam,1949-03-19,Low,Other,Urban,No
18-24,Ivan,Male,Widowed,1,Doctorate,Caucasian,English,Australia,Retired,Atheism,2003-10-24,Moderate,Work Visa,Rural,Yes
45-54,Kevin,Non-Binary,Single,1,Postgraduate,Caucasian,Spanish,India,Retired,Other,2002-04-14,Moderate,Other,Rural,Yes
35-44,Dean,Non-Binary,Single,3-4,Doctorate,Caucasian,French,India,Student,Other,1964-09-04,Low,Work Visa,Urban,No
35-44,Noah,Non-Binary,Married,2,Doctorate,Caucasian,Mandarin,Canada,Self-employed,Hinduism,1962-11-13,Moderate,Other,Rural,Yes
35-44,Charlotte,Male,Married,3-4,Undergraduate,Caucasian,French,USA,Self-employed,Buddhism,1980-11-29,Low,Permanent Resident,Urban,Yes
35-44,Yvonne,Male,Divorced,1,Doctorate,African American,English,USA,Retired,Hinduism,1998-06-01,Moderate,Permanent Resident,Suburban,Yes
18-24,Ivy,Female,Divorced,1,Undergraduate,Caucasian,Other,India,Professional,Atheism,1968-08-15,High,Work Visa,Rural,Yes
35-44,Gabriel,Non-Binary,Single,5+,Postgraduate,Caucasian,Other,UK,Retired,Hinduism,1956-09-27,High,Permanent Resident,Suburban,Yes
45-54,Nicholas,Non-Binary,Married,5+,Postgraduate,Asian,French,UK,Retired,Christianity,1945-11-13,High,Other,Urban,Yes
45-54,Quintin,Non-Binary,Widowed,3-4,Undergraduate,Hispanic,Other,India,Student,Islam,1951-07-01,Low,Work Visa,Rural,Yes
18-24,Isaac,Non-Binary,Divorced,5+,High School,Hispanic,Mandarin,USA,Professional,Christianity,1987-12-08,High,Permanent Resident,Suburban,No
25-34,Jamie,Non-Binary,Divorced,2,Postgraduate,African American,English,Australia,Professional,Atheism,1945-08-16,High,Citizen,Urban,Yes
