age_range,name,gender,marital_status,household_size,education_level,ethnicity,language_preferences,nationality,occupation,religion,date_of_birth,geographic_mobility,citizenship_status,birthplace,military_service
45-54,Yosef,Female,Married,2,Postgraduate,Asian,Spanish,USA,Self-employed,Atheism,1990-03-19,High,Permanent Resident,Urban,Yes
55-64,Aaron,Non-Binary,Single,5+,Doctorate,African American,Spanish,USA,Self-employed,Buddhism,1994-09-12,Low,Permanent Resident,Urban,No
55-64,David,Female,Single,3-4,Postgraduate,Hispanic,Spanish,USA,Self-employed,Christianity,1951-06-24,High,Citizen,Suburban,Yes
35-44,Yvonne,Female,Single,5+,Doctorate,Caucasian,English,UK,Self-employed,Hinduism,1958-10-22,High,Permanent Resident,Rural,No
65+,Brianna,Female,Married,3-4,Postgraduate,Caucasian,Other,Australia,Retired,Other,1986-10-13,Low,Citizen,Suburban,Yes
25-34,William,Female,Married,5+,High School,Caucasian,Mandarin,Canada,Retired,Hinduism,1966-06-10,High,Citizen,Suburban,No
18-24,Gideon,Non-Binary,Single,5+,Postgraduate,African American,Spanish,Canada,Retired,Islam,1998-10-24,Moderate,Work Visa,Rural,No
45-54,Zane,Non-Binary,Single,3-4,High School,African American,English,Australia,Student,Christianity,1991-05-24,Moderate,Permanent Resident,Urban,No
<18,Flynn,Male,Single,1,Undergraduate,African American,French,UK,Professional,Islam,1985-07-01,High,Citizen,Rural,No
<18,Elena,Male,Single,5+,Undergraduate,Caucasian,Mandarin,Canada,Professional,Atheism,2003-11-21,Low,Permanent Resident,Suburban,Yes
<18,Brooke,Non-Binary,Married,5+,High School,Hispanic,French,Australia,Retired,Christianity,1944-07-16,Moderate,Citizen,Urban,Yes
55-64,Yvonne,Male,Married,1,High School,Caucasian,Mandarin,Australia,Retired,Islam,1948-02-10,Low,Work Visa,Urban,Yes
<18,Bryson,Non-Binary,Married,1,High School,Other,Mandarin,Canada,Self-employed,Christianity,1991-01-23,Moderate,Other,Suburban,Yes
<18,Delilah,Male,Single,1,Doctorate,Asian,French,India,Student,Buddhism,1974-01-24,Low,Citizen,Suburban,Yes
45-54,Yasmin,Non-Binary,Married,5+,Doctorate,Caucasian,English,UK,Student,Atheism,1969-07-20,Low,Citizen,Suburban,Yes
35-44,Violet,Male,Single,5+,Undergraduate,Asian,Other,UK,Retired,Buddhism,2003-10-24,High,Citizen,Urban,Yes
45-54,Parker,Non-Binary,Single,1,High School,Hispanic,French,India,Retired,Hinduism,1954-10-10,Moderate,Other,Rural,No
45-54,Ulysses,Female,Divorced,5+,Postgraduate,Hispanic,Spanish,UK,Retired,Hinduism,1984-03-17,High,Work Visa,Urban,No
55-64,Lucas,Non-Binary,Married,5+,Undergraduate,Caucasian,Mandarin,India,Retired,Islam,1953-10-19,High,Permanent Resident,Rural,No
35-44,Jordan,Non-Binary,Divorced,1,High School,Asian,French,UK,Self-employed,Hinduism,1964-01-12,High,Work Visa,Urban,Yes
45-54,Thomas,Female,Single,3-4,High School,African American,English,USA,Student,Hinduism,1996-02-10,High,Citizen,Rural,No
55-64,Isla,Non-Binary,Single,2,Doctorate,Caucasian,English,India,Retired,Christianity,1955-02-22,Low,Other,Urban,No
<18,Claire,Non-Binary,Married,5+,Undergraduate,Caucasian,Other,Canada,Self-employed,Christianity,1989-05-22,Low,Other,Rural,Yes
<18,Thomas,Male,Married,3-4,High School,African American,Spanish,Australia,Professional,Christianity,1978-07-06,Low,Other,Suburban,No
35-44,Hazel,Male,Single,1,Postgraduate,African American,English,Canada,Student,Atheism,1946-05-20,Low,Citizen,Rural,Yes
<18,Ivy,Male,Divorced,1,High School,Other,Spanish,UK,Student,Atheism,1998-11-04,Moderate,Citizen,Urban,No
25-34,Hazel,Non-Binary,Divorced,5+,Doctorate,Hispanic,French,UK,Student,Atheism,1957-09-11,High,Citizen,Urban,No
25-34,Logan,Female,Married,2,Doctorate,African American,Other,India,Professional,Buddhism,1965-04-23,High,Work Visa,Suburban,Yes
35-44,Liam,Non-Binary,Single,3-4,Undergraduate,Hispanic,Spanish,Australia,Self-employed,Hinduism,2001-08-02,High,Permanent Resident,Suburban,No
25-34,Julia,Male,Single,2,Undergraduate,Hispanic,Mandarin,Canada,Retired,Other,2006-08-10,Low,Permanent Resident,Rural,Yes
35-44,Harry,Non-Binary,Married,5+,Postgraduate,African American,French,USA,Retired,Hinduism,1958-11-14,Moderate,Citizen,Urban,No
55-64,Tina,Female,Married,5+,Undergraduate,Asian,Spanish,UK,Student,Christianity,1977-01-20,Low,Other,Urban,Yes
25-34,Reed,Non-Binary,Divorced,5+,High School,African American,French,Canada,Retired,Christianity,1996-11-26,High,Work Visa,Suburban,No
25-34,Paula,Male,Married,1,Postgraduate,Other,English,Australia,Retired,Atheism,1966-01-07,Moderate,Work Visa,Urban,No
18-24,Victor,Non-Binary,Single,1,Postgraduate,Asian,Other,USA,Self-employed,Other,1972-03-07,Low,Work Visa,Urban,Yes
35-44,Ruby,Female,Divorced,3-4,Postgraduate,Caucasian,French,Australia,Self-employed,Christianity,1958-05-19,Low,Permanent Resident,Suburban,Yes
18-24,Tina,Non-Binary,Single,3-4,Undergraduate,Other,Mandarin,Australia,Self-employed,Buddhism,1956-05-25,Moderate,Permanent Resident,Rural,Yes
<18,Frank,Male,Divorced,2,High School,Caucasian,French,India,Professional,Other,1973-08-06,Moderate,Work Visa,Urban,No
35-44,Diana,Male,Divorced,1,High School,Asian,English,USA,Student,Other,1961-03-29,Low,Work Visa,Urban,No
25-34,Zoey,Male,Single,2,Doctorate,Other,French,India,Retired,Hinduism,1992-05-31,Moderate,Other,Urban,No
25-34,Charlie,Non-Binary,Single,5+,High School,Caucasian,English,Australia,Student,Buddhism,1966-04-18,Moderate,Work Visa,Rural,No
55-64,Diana,Female,Divorced,1,Postgraduate,Other,French,UK,Professional,Hinduism,1948-04-29,High,Other,Suburban,No
25-34,Eve,Male,Married,2,Undergraduate,Hispanic,Other,India,Student,Atheism,1997-08-06,Low,Permanent Resident,Rural,No
<18,Rose,Male,Single,3-4,Undergraduate,Hispanic,English,Australia,Self-employed,Christianity,1976-04-21,Low,Citizen,Suburban,No
45-54,Julian,Female,Divorced,3-4,High School,Other,Mandarin,Australia,Retired,Hinduism,1992-11-06,High,Permanent Resident,Rural,No
55-64,Sebastian,Non-Binary,Married,3-4,High School,African American,French,India,Self-employed,Atheism,1970-05-22,Low,Citizen,Suburban,No
65+,Carter,Non-Binary,Single,1,Postgraduate,African American,Spanish,India,Professional,Hinduism,1999-04-02,Moderate,Citizen,Rural,No
35-44,Carter,Female,Married,5+,Postgraduate,Hispanic,Spanish,India,Professional,Atheism,1977-08-07,High,Work Visa,Urban,No
<18,Grace,Male,Divorced,5+,Doctorate,Other,French,Canada,Retired,Hinduism,1963-03-05,High,Other,Rural,Yes
25-34,Kylie,Male,Single,2,High School,African American,Other,USA,Self-employed,Hinduism,1998-01-26,Moderate,Permanent Resident,Suburban,No
18-24,Faith,Female,Married,5+,High School,Caucasian,English,Canada,Self-employed,Hinduism,1942-08-04,High,Work Visa,Suburban,Yes
18-24,Ava,Female,Married,3-4,High School,Other,English,Canada,Student,Christianity,1939-09-14,Low,Citizen,Suburban,No
35-44,Mia,Non-Binary,Divorced,5+,Undergraduate,Asian,Mandarin,India,Retired,Buddhism,1974-02-18,Low,Permanent Resident,Rural,Yes
25-34,Nina,Male,Single,1,Undergraduate,Asian,Spanish,Australia,Professional,Buddhism,1978-09-04,Moderate,Other,Rural,No
65+,Yasmin,Non-Binary,Divorced,3-4,High School,Caucasian,Other,UK,Retired,Atheism,1998-10-25,High,Permanent Resident,Suburban,Yes
65+,Charlotte,Non-Binary,Married,1,High School,Asian,Mandarin,Australia,Retired,Other,2000-06-02,Low,Other,Rural,No
45-54,Piper,Male,Divorced,5+,Postgraduate,Asian,English,USA,Self-employed,Atheism,1982-10-11,Low,Permanent Resident,Urban,No
55-64,Owen,Female,Divorced,5+,Postgraduate,African American,Spanish,India,Retired,Islam,1971-07-19,High,Permanent Resident,Suburban,Yes
55-64,Mia,Female,Divorced,5+,Postgraduate,Hispanic,Mandarin,India,Student,Atheism,1950-07-10,High,Permanent Resident,Urban,No
55-64,Jasper,Male,Married,2,Undergraduate,Asian,Other,Canada,Professional,Atheism,1941-02-27,Moderate,Work Visa,Urban,No
55-64,Uriel,Non-Binary,Single,2,High School,Asian,French,Canada,Retired,Christianity,1940-02-28,Low,Citizen,Rural,No
<18,Isabella,Male,Married,1,High School,Caucasian,Other,USA,Self-employed,Christianity,1967-06-25,Moderate,Permanent Resident,Rural,Yes
55-64,Tucker,Non-Binary,Single,3-4,Doctorate,African American,Spanish,USA,Professional,Other,1970-09-05,High,Work Visa,Suburban,No
45-54,Michael,Male,Single,3-4,Undergraduate,Asian,French,Canada,Self-employed,Christianity,1987-03-04,High,Permanent Resident,Rural,No
35-44,Wendy,Male,Divorced,2,Postgraduate,African American,Other,India,Student,Atheism,1981-08-24,Low,Work Visa,Suburban,Yes
18-24,Warren,Female,Divorced,1,High School,Other,Mandarin,Australia,Student,Other,1950-03-26,High,Permanent Resident,Rural,No
45-54,Thomas,Male,Married,5+,High School,African American,Spanish,Australia,Professional,Christianity,1960-02-06,Moderate,Permanent Resident,Urban,No
45-54,Ivan,Female,Married,3-4,Undergraduate,Hispanic,Mandarin,Canada,Student,Christianity,2002-04-01,Moderate,Citizen,Suburban,Yes
18-24,Dean,Non-Binary,Single,1,Doctorate,Asian,Spanish,India,Self-employed,Atheism,1940-12-12,High,Work Visa,Suburban,Yes
45-54,Gabriel,Non-Binary,Single,1,High School,Other,Spanish,UK,Student,Hinduism,1947-06-24,Low,Citizen,Urban,No
<18,Jacob,Male,Divorced,3-4,Postgraduate,Asian,English,USA,Self-employed,Islam,1984-04-22,Low,Permanent Resident,Suburban,Yes
25-34,Harper,Non-Binary,Married,3-4,Postgraduate,Asian,Other,Canada,Self-employed,Hinduism,2004-08-24,Moderate,Work Visa,Suburban,Yes
45-54,Grace,Female,Married,1,Postgraduate,Other,Other,UK,Student,Atheism,1945-09-20,Low,Citizen,Suburban,Yes
65+,Jack,Female,Divorced,5+,High School,Other,English,USA,Professional,Buddhism,1980-11-27,Low,Citizen,Urban,Yes
25-34,Jordan,Male,Divorced,5+,High School,Hispanic,French,Australia,Professional,Christianity,1989-03-03,Low,Other,Rural,Yes
18-24,Tina,Non-Binary,Married,2,Doctorate,African American,Spanish,Canada,Retired,Other,1983-11-25,Low,Work Visa,Urban,Yes
35-44,Isla,Male,Divorced,1,Postgraduate,Caucasian,English,USA,Self-employed,Christianity,1976-04-29,Moderate,Work Visa,Urban,Yes
25-34,Adam,Non-Binary,Divorced,5+,High School,Other,Spanish,Canada,Self-employed,Other,1957-12-17,Moderate,Citizen,Suburban,Yes
65+,Lucas,Non-Binary,Married,2,Doctorate,Hispanic,Other,Australia,Self-employed,Atheism,1985-05-20,Moderate,Work Visa,Rural,Yes
55-64,Kaitlyn,Female,Divorced,3-4,High School,Asian,Other,Australia,Retired,Islam,1963-09-12,High,Other,Urban,No
25-34,Grace,Non-Binary,Divorced,2,High School,Caucasian,English,Canada,Self-employed,Islam,2002-03-30,High,Other,Rural,No
65+,Mia,Female,Single,1,High School,Other,English,Australia,Student,Christianity,1956-12-30,Low,Work Visa,Rural,No
55-64,Julian,Non-Binary,Married,2,Postgraduate,Other,English,Australia,Self-employed,Buddhism,1945-01-30,Low,Citizen,Suburban,No
45-54,Gavin,Non-Binary,Married,1,High School,Caucasian,English,India,Self-employed,Islam,1962-09-16,Low,Permanent Resident,Rural,Yes
65+,Samuel,Non-Binary,Divorced,5+,Undergraduate,African American,English,UK,Professional,Christianity,1968-04-26,Low,Citizen,Rural,Yes
<18,Sophia,Male,Single,1,Undergraduate,Hispanic,Spanish,India,Retired,Atheism,1961-12-02,High,Citizen,Rural,No
45-54,Zoey,Female,Divorced,3-4,Doctorate,African American,Other,UK,Self-employed,Islam,1984-11-26,Moderate,Work Visa,Suburban,Yes
<18,Zoey,Female,Single,5+,High School,African American,Mandarin,USA,Retired,Other,1946-09-30,Low,Other,Rural,No
65+,Lucas,Female,Married,5+,High School,Caucasian,English,Australia,Student,Other,2004-07-02,Moderate,Other,Rural,Yes
<18,Elliot,Non-Binary,Single,5+,Postgraduate,African American,English,Canada,Retired,Atheism,1984-06-29,Low,Other,Rural,No
25-34,Bryson,Non-Binary,Divorced,2,High School,Caucasian,English,USA,Student,Islam,1961-11-22,Low,Citizen,Rural,Yes
25-34,Madison,Female,Married,1,Undergraduate,Asian,Other,UK,Student,Atheism,1953-03-05,Low,Other,Rural,No
35-44,Walker,Female,Single,1,Postgraduate,Caucasian,English,Australia,Retired,Atheism,1995-02-10,Moderate,Permanent Resident,Rural,No
25-34,Hazel,Female,Divorced,5+,Doctorate,African American,English,UK,Professional,Buddhism,1983-11-02,Low,Work Visa,Suburban,Yes
18-24,Naomi,Non-Binary,Divorced,3-4,Undergraduate,Caucasian,Other,USA,Professional,Other,2000-06-04,High,Permanent Resident,Suburban,Yes
25-34,Jasper,Female,Single,1,High School,Hispanic,Spanish,Canada,Professional,Buddhism,1990-05-14,Low,Work Visa,Urban,Yes
25-34,Edward,Non-Binary,Married,2,High School,African American,English,UK,Retired,Other,1961-10-01,Low,Work Visa,Suburban,No
<18,Isabella,Female,Married,5+,Doctorate,African American,English,USA,Professional,Christianity,1993-08-09,High,Citizen,Rural,No
<18,Hannah,Female,Divorced,5+,High School,Hispanic,English,Australia,Self-employed,Other,1943-07-03,High,Work Visa,Suburban,Yes
18-24,Rebecca,Non-Binary,Married,2,Doctorate,Asian,Mandarin,Canada,Retired,Christianity,1995-11-14,Low,Citizen,Suburban,No
<18,Colton,Female,Single,2,Postgraduate,Other,Spanish,USA,Professional,Islam,2003-06-30,Moderate,Citizen,Urban,No
55-64,Finn,Male,Married,2,High School,Asian,Spanish,Australia,Student,Buddhism,1957-01-05,High,Permanent Resident,Urban,No
35-44,Reed,Female,Divorced,2,Undergraduate,African American,Mandarin,UK,Student,Other,1944-11-03,High,Work Visa,Rural,No
55-64,Tina,Female,Married,5+,Postgraduate,African American,Spanish,India,Student,Atheism,1971-01-02,Moderate,Permanent Resident,Urban,No
45-54,Paula,Non-Binary,Single,1,Doctorate,African American,Mandarin,Australia,Student,Islam,2000-05-12,Low,Permanent Resident,Urban,No
65+,Xena,Male,Married,3-4,Postgraduate,Caucasian,Spanish,UK,Professional,Atheism,1990-07-09,Moderate,Work Visa,Rural,Yes
65+,Ulric,Female,Married,3-4,Undergraduate,Caucasian,Other,Canada,Professional,Islam,1976-02-20,Moderate,Citizen,Rural,No
25-34,Yosef,Female,Single,2,Undergraduate,African American,Spanish,India,Student,Christianity,1942-11-17,High,Citizen,Urban,No
65+,Karen,Male,Divorced,2,Doctorate,Other,Spanish,Canada,Professional,Buddhism,1979-03-22,Low,Work Visa,Rural,No
45-54,Maddox,Female,Divorced,5+,Postgraduate,Asian,Other,Australia,Self-employed,Christianity,1996-06-21,Low,Other,Suburban,No
35-44,Claire,Female,Single,2,Undergraduate,Asian,Spanish,India,Self-employed,Buddhism,2006-04-04,Low,Permanent Resident,Urban,Yes
25-34,Vivian,Male,Divorced,5+,Postgraduate,Caucasian,Spanish,Australia,Student,Buddhism,2000-12-04,High,Other,Suburban,Yes
25-34,Brianna,Non-Binary,Married,1,Undergraduate,African American,Other,UK,Student,Islam,1942-03-04,Moderate,Work Visa,Suburban,Yes
25-34,Eve,Male,Single,1,Undergraduate,Hispanic,English,India,Student,Islam,1966-09-01,High,Work Visa,Suburban,No
<18,Bryson,Non-Binary,Single,1,Undergraduate,Hispanic,English,Australia,Student,Islam,1949-10-01,High,Citizen,Urban,No
18-24,Rebecca,Female,Divorced,5+,Doctorate,Other,English,Canada,Retired,Buddhism,1966-12-18,Moderate,Other,Urban,Yes
25-34,Xenia,Female,Single,2,Undergraduate,Asian,French,Canada,Retired,Buddhism,1996-05-29,Low,Citizen,Suburban,Yes
18-24,Sophia,Male,Married,5+,High School,African American,Other,Canada,Professional,Hinduism,1976-03-19,High,Permanent Resident,Suburban,Yes
35-44,Aaron,Male,Married,2,Postgraduate,Hispanic,French,Australia,Self-employed,Buddhism,1980-06-09,High,Citizen,Suburban,No
45-54,Cameron,Non-Binary,Divorced,2,High School,Hispanic,Spanish,UK,Professional,Hinduism,1962-09-15,Low,Work Visa,Suburban,No
18-24,Zack,Female,Single,3-4,Undergraduate,Hispanic,Mandarin,USA,Self-employed,Islam,1942-07-15,Moderate,Permanent Resident,Urban,Yes
65+,Quincy,Female,Single,2,Doctorate,Hispanic,English,India,Self-employed,Islam,1984-05-13,High,Other,Suburban,Yes
65+,Wyatt,Female,Married,5+,Undergraduate,African American,English,Canada,Student,Buddhism,1994-05-03,High,Permanent Resident,Urban,Yes
18-24,Jacob,Non-Binary,Divorced,5+,Undergraduate,Caucasian,Other,Canada,Retired,Atheism,1977-09-28,Low,Other,Urban,No
65+,Quintin,Male,Single,2,Postgraduate,Caucasian,Other,Australia,Retired,Other,1948-03-12,Moderate,Permanent Resident,Suburban,No
65+,Ximena,Non-Binary,Divorced,1,High School,Caucasian,Mandarin,Canada,Professional,Hinduism,1978-07-22,High,Citizen,Rural,No
55-64,Ivan,Non-Binary,Single,3-4,Doctorate,Asian,English,Australia,Self-employed,Islam,1981-01-05,Moderate,Permanent Resident,Suburban,Yes
65+,Riley,Non-Binary,Single,3-4,High School,Hispanic,English,USA,Professional,Christianity,1944-05-16,Low,Work Visa,Urban,Yes
35-44,Elena,Male,Single,2,Undergraduate,Asian,Other,India,Professional,Buddhism,1997-03-11,Moderate,Work Visa,Rural,Yes
65+,Paula,Male,Divorced,3-4,High School,Other,Spanish,USA,Professional,Islam,1947-05-27,High,Other,Rural,No
45-54,Nathan,Female,Married,3-4,Undergraduate,Hispanic,English,USA,Professional,Other,1952-12-03,High,Permanent Resident,Suburban,No
25-34,Vivian,Male,Married,3-4,High School,Other,English,UK,Self-employed,Other,1973-12-21,Low,Work Visa,Suburban,Yes
55-64,Grayson,Female,Single,2,Postgraduate,Caucasian,Mandarin,India,Student,Islam,1962-01-30,Moderate,Permanent Resident,Suburban,No
35-44,Peter,Female,Divorced,2,High School,Asian,Mandarin,Canada,Student,Atheism,1991-07-14,Moderate,Other,Suburban,No
35-44,Nina,Male,Single,1,Postgraduate,Other,French,India,Self-employed,Hinduism,1981-04-14,Moderate,Other,Suburban,Yes
<18,Uma,Female,Married,3-4,Postgraduate,African American,Other,India,Self-employed,Islam,1980-04-08,Low,Citizen,Suburban,No
25-34,Maddox,Female,Single,3-4,High School,Caucasian,English,India,Retired,Other,1954-11-16,Moderate,Work Visa,Urban,No
55-64,Julia,Female,Single,5+,High School,Asian,Other,UK,Professional,Buddhism,1975-09-26,Low,Work Visa,Suburban,No
35-44,Rose,Male,Married,5+,High School,Other,French,India,Self-employed,Christianity,2004-05-14,Moderate,Other,Suburban,No
35-44,Jacob,Female,Single,1,High School,Caucasian,English,UK,Retired,Buddhism,1983-07-08,High,Permanent Resident,Rural,No
25-34,Warren,Non-Binary,Divorced,3-4,Undergraduate,African American,French,Australia,Self-employed,Other,1964-09-04,High,Permanent Resident,Rural,Yes
45-54,Bryson,Male,Divorced,3-4,Doctorate,Hispanic,Spanish,Canada,Professional,Buddhism,1957-12-10,Moderate,Permanent Resident,Suburban,No
45-54,Wesley,Female,Divorced,2,Doctorate,Other,Spanish,USA,Self-employed,Atheism,1988-10-17,Low,Work Visa,Suburban,Yes
25-34,Nathan,Male,Divorced,3-4,Doctorate,Hispanic,Mandarin,USA,Student,Atheism,1969-03-07,High,Other,Rural,Yes
35-44,Jordan,Male,Married,3-4,Undergraduate,Asian,Other,Canada,Student,Other,1947-09-26,Moderate,Citizen,Suburban,No
25-34,Logan,Female,Divorced,3-4,Undergraduate,Hispanic,French,UK,Retired,Atheism,1959-08-28,Low,Citizen,Rural,Yes
25-34,Yvette,Female,Single,2,High School,Caucasian,Spanish,USA,Professional,Christianity,1949-06-12,Low,Permanent Resident,Suburban,Yes
55-64,Warren,Male,Single,2,Doctorate,Caucasian,Other,UK,Student,Other,1947-05-10,Moderate,Citizen,Urban,Yes
18-24,William,Male,Single,2,Doctorate,Asian,Spanish,Australia,Self-employed,Islam,2006-03-28,High,Citizen,Rural,No
35-44,Yasmin,Non-Binary,Divorced,3-4,High School,Hispanic,English,India,Professional,Buddhism,1963-03-18,High,Permanent Resident,Urban,Yes
35-44,Ulric,Female,Single,1,Undergraduate,Other,French,Canada,Professional,Atheism,2000-11-02,High,Citizen,Suburban,No
35-44,Charlotte,Female,Single,5+,Doctorate,Other,French,Canada,Professional,Atheism,1994-11-19,Low,Citizen,Suburban,Yes
65+,Lucas,Female,Married,3-4,Doctorate,Caucasian,Spanish,India,Professional,Islam,1940-12-03,Low,Permanent Resident,Suburban,No
18-24,Ulric,Non-Binary,Divorced,5+,High School,Caucasian,Spanish,UK,Retired,Buddhism,1986-04-03,High,Permanent Resident,Urban,No
25-34,Julian,Female,Married,3-4,Postgraduate,African American,Other,Australia,Self-employed,Other,1949-10-17,High,Work Visa,Suburban,Yes
25-34,Jordan,Non-Binary,Married,3-4,Undergraduate,Hispanic,Spanish,UK,Professional,Buddhism,2001-03-12,Moderate,Citizen,Rural,Yes
65+,Julia,Female,Divorced,3-4,High School,Other,French,UK,Retired,Other,1989-12-19,High,Work Visa,Rural,No
35-44,Nina,Non-Binary,Divorced,2,High School,Hispanic,Spanish,Australia,Self-employed,Islam,1967-06-29,Low,Work Visa,Suburban,No
18-24,Brianna,Male,Single,1,Doctorate,African American,French,India,Professional,Buddhism,2000-10-20,Low,Permanent Resident,Urban,Yes
<18,Vivian,Non-Binary,Single,3-4,Doctorate,Hispanic,French,India,Student,Buddhism,1952-10-08,Low,Work Visa,Rural,No
